ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSNFLAG,HCNFLAG,WMOID,x,y,x_group,y_group,xy_group,hash
CA008402078,50.6,-57.1833,11.0,NL,HAWKE'S BAY,,,,-4035935.1304678824,5626471.236444086,-4041074.5344216153 to -3943741.1057052496,5594934.908498544 to 5692268.33721491,"-4041074.5344216153 to -3943741.1057052496, 5594934.908498544 to 5692268.33721491",85fb0791ae45c3896cc7f9f58345614bc4a57ab488bbdb7a836bf38a
CA008402303,47.3833,-53.1167,134.0,NL,HOLYROOD,,,,-3999110.336000997,5268790.010628479,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008402309,47.45,-53.1,6.0,NL,HOLYROOD GEN STN,,,,-3992792.0300321854,5276206.722712883,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008402436,49.0333,-53.8833,1.0,NL,INDIAN BAY B.B.,,,,-3928186.999790388,5452261.8987733945,-3943741.10570525 to -3846407.6769888843,5400268.051065814 to 5497601.47978218,"-3943741.10570525 to -3846407.6769888843, 5400268.051065814 to 5497601.47978218",692d6b3856d6efa620f6087a9f5bac0dc33a0e47e941e561623b0c01
CA008402450,47.5833,-58.9667,5.0,NL,ISLE AUX MORTS,GSN,,71197.0,-4422681.795140767,5291029.027373318,-4430408.249287076 to -4333074.82057071,5205601.193633083 to 5302934.622349449,"-4430408.249287076 to -4333074.82057071, 5205601.193633083 to 5302934.622349449",15d33039e82e0ff8a053b08b2a4924b57b81fbc8ebc192a45c5c1607
CA008402520,49.9167,-55.6667,194.0,NL,LA SCIE,,,71337.0,-3985657.050313054,5550491.635735345,-4041074.5344216153 to -3943741.1057052496,5497601.479782179 to 5594934.908498545,"-4041074.5344216153 to -3943741.1057052496, 5497601.479782179 to 5594934.908498545",6869d43554a4e7f29720f51f5ef6e5ffc23922de978d6c90ecb17770
CA008402544,48.35,-53.9,15.0,NL,LETHBRIDGE,,,,-3983094.9790346827,5376282.298064655,-4041074.5344216153 to -3943741.1057052496,5302934.6223494485 to 5400268.051065815,"-4041074.5344216153 to -3943741.1057052496, 5302934.6223494485 to 5400268.051065815",bba263eb25188dbf0b1dedd8dbc0705c9bdfa4b569242657fbb5b7a1
CA008402644,49.6833,-56.0833,48.0,NL,MIDDLE ARM,,,,-4034888.270750318,5524538.703194119,-4041074.5344216153 to -3943741.1057052496,5497601.479782179 to 5594934.908498545,"-4041074.5344216153 to -3943741.1057052496, 5497601.479782179 to 5594934.908498545",6869d43554a4e7f29720f51f5ef6e5ffc23922de978d6c90ecb17770
CA008402757,48.8167,-56.55,204.0,NL,MILLERTOWN RCS,,,71856.0,-4140514.135317222,5428177.043638735,-4235741.391854346 to -4138407.96313798,5400268.051065814 to 5497601.47978218,"-4235741.391854346 to -4138407.96313798, 5400268.051065814 to 5497601.47978218",eb5aa5786ed5df4e567c6e284882c669f1c18789346df8645096dc30
CA008402770,49.45,-53.9833,3.0,NL,MUSGRAVE HARBOUR,,,,-3902408.996365593,5498596.890161266,-3943741.10570525 to -3846407.6769888843,5497601.479782179 to 5594934.908498545,"-3943741.10570525 to -3846407.6769888843, 5497601.479782179 to 5594934.908498545",182c1db2933eacde17ae4389f0035702dfd2aa2248062a56774bcf93
CA008402874,47.1333,-53.6667,11.0,NL,NORTH HARBOUR,,,,-4059642.2042991566,5240991.239697431,-4138407.9631379806 to -4041074.534421615,5205601.193633083 to 5302934.622349449,"-4138407.9631379806 to -4041074.534421615, 5205601.193633083 to 5302934.622349449",48c3967e67b3f56f69988a6673e8393a41b4f544ba46c8d5036a6db2
CA008402958,51.0667,-56.8833,6.0,NL,PLUM POINT,,,,-3974816.5898073553,5678365.982018165,-4041074.5344216153 to -3943741.1057052496,5594934.908498544 to 5692268.33721491,"-4041074.5344216153 to -3943741.1057052496, 5594934.908498544 to 5692268.33721491",85fb0791ae45c3896cc7f9f58345614bc4a57ab488bbdb7a836bf38a
CA008402966,49.3333,-55.4,8.0,NL,POINT LEAMINGTON,,,,-4014346.5569609944,5485620.423890652,-4041074.5344216153 to -3943741.1057052496,5400268.051065814 to 5497601.47978218,"-4041074.5344216153 to -3943741.1057052496, 5400268.051065814 to 5497601.47978218",beb59eabe33fa7b60c78baf039c4ccde0b2010e8ca75a4faf15cd40b
CA008402975,47.5667,-59.15,40.0,NL,PORT AUX BASQUES,,,71197.0,-4437836.4728963245,5289183.188983495,-4527741.678003442 to -4430408.249287075,5205601.193633083 to 5302934.622349449,"-4527741.678003442 to -4430408.249287075, 5205601.193633083 to 5302934.622349449",807317594b67c9180725cd5ecaf72c28f2f744b2f932a8a0917f4565
CA008403008,48.35,-54.1667,40.0,NL,PORT BLANDFORD,,,,-4002803.5399049716,5376282.298064655,-4041074.5344216153 to -3943741.1057052496,5302934.6223494485 to 5400268.051065815,"-4041074.5344216153 to -3943741.1057052496, 5302934.6223494485 to 5400268.051065815",bba263eb25188dbf0b1dedd8dbc0705c9bdfa4b569242657fbb5b7a1
CA008403044,47.65,-52.8167,192.0,NL,PORTUGAL COVE,,,,-3956363.001265206,5298445.739457721,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403083,47.3,-55.0167,24.0,NL,RED HARBOUR PB,,,,-4148700.4837694555,5259527.460154253,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008403085,49.0667,-55.3,9.0,NL,RATTLING BRK NORRIS ARM,,,,-4028759.5677227187,5455975.8145697825,-4041074.5344216153 to -3943741.1057052496,5400268.051065814 to 5497601.47978218,"-4041074.5344216153 to -3943741.1057052496, 5400268.051065814 to 5497601.47978218",beb59eabe33fa7b60c78baf039c4ccde0b2010e8ca75a4faf15cd40b
CA008403097,49.5667,-57.8833,68.0,NL,ROCKY HARBOUR CS,,,71588.0,-4174367.0317947953,5511573.356431878,-4235741.391854346 to -4138407.96313798,5497601.479782179 to 5594934.908498545,"-4235741.391854346 to -4138407.96313798, 5497601.479782179 to 5594934.908498545",0c40499b09c683c8fec1efb71e4da926b01ec1f4821391cbf96cb8c3
CA008403255,47.3667,-55.8,60.0,NL,SAGONA ISLAND,,,71408.0,-4202456.383046881,5266944.172238657,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008403399,51.3833,-56.1,29.0,NL,ST ANTHONY,,,71558.0,-3893209.295094368,5713570.345525244,-3943741.10570525 to -3846407.6769888843,5692268.3372149095 to 5789601.765931276,"-3943741.10570525 to -3846407.6769888843, 5692268.3372149095 to 5789601.765931276",419ab07c5b2dc56515209dd301c6f5a13b875082dd1b0990d5430af5
CA008403403,51.3833,-56.1,33.0,NL,ST ANTHONY AWOS,,,71819.0,-3893209.295094368,5713570.345525244,-3943741.10570525 to -3846407.6769888843,5692268.3372149095 to 5789601.765931276,"-3943741.10570525 to -3846407.6769888843, 5692268.3372149095 to 5789601.765931276",419ab07c5b2dc56515209dd301c6f5a13b875082dd1b0990d5430af5
CA008403505,47.6167,-52.75,141.0,NL,ST. JOHN'S INTL A,,,71801.0,-3953885.4231680925,5294742.943169706,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403506,47.6167,-52.75,141.0,NL,ST JOHN'S A,,,71801.0,-3953885.4231680925,5294742.943169706,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403603,47.5167,-52.7833,110.0,NL,ST JOHNS WEST CLIMATE,,,71250.0,-3963941.9746623714,5283623.434797286,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403605,47.5167,-52.7833,114.0,NL,ST JOHN'S WEST CDA CS,,,,-3963941.9746623714,5283623.434797286,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403616,46.9167,-55.3833,49.0,NL,ST LAWRENCE,,,,-4206528.7077617645,5216906.384562771,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008403619,46.9167,-55.3833,49.0,NL,ST LAWRENCE,,,71110.0,-4206528.7077617645,5216906.384562771,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008403622,47.2667,-53.2833,136.0,NL,SALMONIER NATURE PARK,,,,-4020518.2089483067,5255824.663866239,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008403623,47.1,-55.2,30.0,NL,SALT POND,,,,-4178243.3337213546,5237288.443409416,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008403690,49.7667,-56.8833,17.0,NL,SOPS ARM WHITE BAY,,,,-4085419.503802235,5533812.373176717,-4138407.9631379806 to -4041074.534421615,5497601.479782179 to 5594934.908498545,"-4138407.9631379806 to -4041074.534421615, 5497601.479782179 to 5594934.908498545",f199dfd6d01bd44e767becbe02ddc5142e6b47b20adc90de328bf860
CA008403693,49.0167,-57.6167,38.0,NL,SOUTH BROOK PASADENA,,,,-4201759.808414531,5450416.060383573,-4235741.391854346 to -4138407.96313798,5400268.051065814 to 5497601.47978218,"-4235741.391854346 to -4138407.96313798, 5400268.051065814 to 5497601.47978218",eb5aa5786ed5df4e567c6e284882c669f1c18789346df8645096dc30
CA008403800,48.5333,-58.55,25.0,NL,STEPHENVILLE A,,,71815.0,-4311134.705611285,5396664.356911299,-4333074.820570711 to -4235741.391854345,5302934.6223494485 to 5400268.051065815,"-4333074.820570711 to -4235741.391854345, 5302934.6223494485 to 5400268.051065815",9a3a160540ee5b353d5f999df1626241dfc37c58b46c6a69a9ec0958
CA008403820,48.5667,-58.5667,58.0,NL,STEPHENVILLE RCS,,,71159.0,-4309518.902246466,5400378.272707687,-4333074.820570711 to -4235741.391854345,5400268.051065814 to 5497601.47978218,"-4333074.820570711 to -4235741.391854345, 5400268.051065814 to 5497601.47978218",c3266230bad0f8ef1aae2ab2b8bcab03eccd1373945dd45a0dda9d48
CA008403825,47.8833,-54.2167,18.0,NL,SWIFT CURRENT,,,,-4043057.9623759664,5324387.552490574,-4138407.9631379806 to -4041074.534421615,5302934.6223494485 to 5400268.051065815,"-4138407.9631379806 to -4041074.534421615, 5302934.6223494485 to 5400268.051065815",817bf60b11653bef6467a4ec40617cafb44f3ff9a4a8659ef96d4f8c
CA008403851,48.55,-53.9667,107.0,NL,TERRA NOVA NAT PARK CS,,,71589.0,-3972347.8266911334,5398521.314809493,-4041074.5344216153 to -3943741.1057052496,5302934.6223494485 to 5400268.051065815,"-4041074.5344216153 to -3943741.1057052496, 5302934.6223494485 to 5400268.051065815",bba263eb25188dbf0b1dedd8dbc0705c9bdfa4b569242657fbb5b7a1
CA008404025,49.6833,-54.8,92.0,NL,TWILLINGATE (AUT),,,71402.0,-3942561.818529177,5524538.703194119,-3943741.10570525 to -3846407.6769888843,5497601.479782179 to 5594934.908498545,"-3943741.10570525 to -3846407.6769888843, 5497601.479782179 to 5594934.908498545",182c1db2933eacde17ae4389f0035702dfd2aa2248062a56774bcf93
CA008404210,51.1833,-56.7667,15.0,NL,WESTERN ARM BROOK,,,,-3956668.4333511977,5691331.328780406,-4041074.5344216153 to -3943741.1057052496,5594934.908498544 to 5692268.33721491,"-4041074.5344216153 to -3943741.1057052496, 5594934.908498544 to 5692268.33721491",85fb0791ae45c3896cc7f9f58345614bc4a57ab488bbdb7a836bf38a
CA008404234,47.4167,-53.5333,58.0,NL,WHITBOURNE,,,,-4027921.509007211,5272503.926424867,-4041074.5344216153 to -3943741.1057052496,5205601.193633083 to 5302934.622349449,"-4041074.5344216153 to -3943741.1057052496, 5205601.193633083 to 5302934.622349449",5683807beca988f2488be12ecce6cdb2898d4e2855797e8e06b75a23
CA008404240,47.1667,-55.3,52.0,NL,WINTERLAND,,,,-4180565.969567818,5244705.155493819,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008404241,47.1333,-55.3333,29.0,NL,WINTERLAND,,,71181.0,-4185712.9278145763,5240991.239697431,-4235741.391854346 to -4138407.96313798,5205601.193633083 to 5302934.622349449,"-4235741.391854346 to -4138407.96313798, 5205601.193633083 to 5302934.622349449",bbf9f8800de8454b2afeed810f2c56a7856ad96883b4670d25376bad
CA008404310,49.0333,-55.55,46.0,NL,WOODDALE BISHOP'S FALLS,,,,-4049692.3506607064,5452261.8987733945,-4138407.9631379806 to -4041074.534421615,5400268.051065814 to 5497601.47978218,"-4138407.9631379806 to -4041074.534421615, 5400268.051065814 to 5497601.47978218",b3fa727368878ca283b4793453c6b9cdd7f4b0c428f8050fd2e49707
CA008404340,47.7167,-59.3167,32.0,NL,WRECKHOUSE,,,,-4437583.648413865,5305862.451542125,-4527741.678003442 to -4430408.249287075,5302934.6223494485 to 5400268.051065815,"-4527741.678003442 to -4430408.249287075, 5302934.6223494485 to 5400268.051065815",11b31d8edbf84fdd704a0f860abae3a34dc62ed9f5f49f13bb5a60e7
CA008404343,47.7167,-59.3167,32.0,NL,WRECKHOUSE,,,71180.0,-4437583.648413865,5305862.451542125,-4527741.678003442 to -4430408.249287075,5302934.6223494485 to 5400268.051065815,"-4527741.678003442 to -4430408.249287075, 5302934.6223494485 to 5400268.051065815",11b31d8edbf84fdd704a0f860abae3a34dc62ed9f5f49f13bb5a60e7
CA00840B053,48.1667,-52.9333,46.0,NL,GRATES COVE,,,71336.0,-3925708.1251064856,5355900.239218011,-3943741.10570525 to -3846407.6769888843,5302934.6223494485 to 5400268.051065815,"-3943741.10570525 to -3846407.6769888843, 5302934.6223494485 to 5400268.051065815",178a1dac31a2db34411796f72508b29b1555fa65e352f948319373d8
CA00840B5HH,48.65,-58.9833,12.0,NL,LOURDES,,,,-4333020.122395712,5409640.823181912,-4333074.820570711 to -4235741.391854345,5400268.051065814 to 5497601.47978218,"-4333074.820570711 to -4235741.391854345, 5400268.051065814 to 5497601.47978218",c3266230bad0f8ef1aae2ab2b8bcab03eccd1373945dd45a0dda9d48
CA00840BR7C,49.1167,-53.5833,19.0,NL,POOLS ISLAND,,,71931.0,-3899763.600095999,5461535.568755993,-3943741.10570525 to -3846407.6769888843,5400268.051065814 to 5497601.47978218,"-3943741.10570525 to -3846407.6769888843, 5400268.051065814 to 5497601.47978218",692d6b3856d6efa620f6087a9f5bac0dc33a0e47e941e561623b0c01
CA00840C401,51.3833,-56.1,33.0,NL,ST ANTHONY A,,,71819.0,-3893209.295094368,5713570.345525244,-3943741.10570525 to -3846407.6769888843,5692268.3372149095 to 5789601.765931276,"-3943741.10570525 to -3846407.6769888843, 5692268.3372149095 to 5789601.765931276",419ab07c5b2dc56515209dd301c6f5a13b875082dd1b0990d5430af5
CA00840D401,51.3833,-56.0833,33.0,NL,ST. ANTHONY LWIS,,,71830.0,-3892050.3540029586,5713570.345525244,-3943741.10570525 to -3846407.6769888843,5692268.3372149095 to 5789601.765931276,"-3943741.10570525 to -3846407.6769888843, 5692268.3372149095 to 5789601.765931276",419ab07c5b2dc56515209dd301c6f5a13b875082dd1b0990d5430af5
CA00840KE88,51.1833,-56.0167,14.0,NL,MAIN BROOK,,,,-3904393.0443464923,5691331.328780406,-3943741.10570525 to -3846407.6769888843,5594934.908498544 to 5692268.33721491,"-3943741.10570525 to -3846407.6769888843, 5594934.908498544 to 5692268.33721491",6664b5bce4c417794d67fc64b9432370d4803905b0a4d248456e2adb
CA00840KN90,47.3333,-54.5833,22.0,NL,MARTICOT ISLAND,,,71692.0,-4113425.5413707825,5263230.256442269,-4138407.9631379806 to -4041074.534421615,5205601.193633083 to 5302934.622349449,"-4138407.9631379806 to -4041074.534421615, 5205601.193633083 to 5302934.622349449",48c3967e67b3f56f69988a6673e8393a41b4f544ba46c8d5036a6db2
CA00840M001,49.0667,-58.1167,50.0,NL,MCIVER'S,,,,-4233964.035614303,5455975.8145697825,-4235741.391854346 to -4138407.96313798,5400268.051065814 to 5497601.47978218,"-4235741.391854346 to -4138407.96313798, 5400268.051065814 to 5497601.47978218",eb5aa5786ed5df4e567c6e284882c669f1c18789346df8645096dc30
CA008500920,59.9833,-64.1667,551.0,NL,CAPE KAKKIVIAK,,,71176.0,-3569311.6629216843,6669848.065553291,-3651740.8195561543 to -3554407.3908397886,6665602.624378562 to 6762936.053094928,"-3651740.8195561543 to -3554407.3908397886, 6665602.624378562 to 6762936.053094928",c958abb6c1602e4dd2ef172b890542f3b380baf14b89352592125c83
CA008500926,57.1333,-61.4833,834.0,NL,CAPE KIGLAPAIT,,,71177.0,-3710151.7584584383,6352942.076939345,-3749074.2482725196 to -3651740.819556154,6276268.909513101 to 6373602.338229467,"-3749074.2482725196 to -3651740.819556154, 6276268.909513101 to 6373602.338229467",d5d30bda68c697035e950fb0cde2e517342f59afa419ae82dace7329
CA008501100,53.7167,-57.0333,14.0,NL,CARTWRIGHT,GSN,,71818.0,-3752952.659857764,5973032.953887274,-3846407.676988885 to -3749074.248272519,5886935.19464764 to 5984268.623364006,"-3846407.676988885 to -3749074.248272519, 5886935.19464764 to 5984268.623364006",d51562f32225da283b73b24121a12d4cc52480414f29bc65002c4bce
CA008501130,53.55,-64.1,440.0,NL,CHURCHILL FALLS,,,,-4234660.179361828,5954496.73343045,-4235741.391854346 to -4138407.96313798,5886935.19464764 to 5984268.623364006,"-4235741.391854346 to -4138407.96313798, 5886935.19464764 to 5984268.623364006",471d14af1ca4e64af248141af3370594711e3cfb58f1b02a7ba3febd
CA008501131,53.5667,-64.1,440.0,NL,CHURCHILL FALLS,,,71002.0,-4232988.92289351,5956353.691328644,-4235741.391854346 to -4138407.96313798,5886935.19464764 to 5984268.623364006,"-4235741.391854346 to -4138407.96313798, 5886935.19464764 to 5984268.623364006",471d14af1ca4e64af248141af3370594711e3cfb58f1b02a7ba3febd
CA008501900,53.3167,-60.4167,49.0,NL,GOOSE A,GSN,,71816.0,-4013299.518217111,5928554.920397596,-4041074.5344216153 to -3943741.1057052496,5886935.19464764 to 5984268.623364006,"-4041074.5344216153 to -3943741.1057052496, 5886935.19464764 to 5984268.623364006",c5131726b0631207c7146344f5ad5d05535d72bc44f1534dba4f9c9f
CA008502400,55.45,-60.2167,12.0,NL,HOPEDALE (AUT),,,71900.0,-3797357.5266347425,6165767.392506414,-3846407.676988885 to -3749074.248272519,6081602.0520803705 to 6178935.480796737,"-3846407.676988885 to -3749074.248272519, 6081602.0520803705 to 6178935.480796737",5b34675e28f4c02dc86091f0cad9e952ea1da36cae34bde2b934ca1d
CA008502799,56.55,-61.6833,8.0,NL,NAIN,GSN,,71665.0,-3780676.722743868,6288081.984603024,-3846407.676988885 to -3749074.248272519,6276268.909513101 to 6373602.338229467,"-3846407.676988885 to -3749074.248272519, 6276268.909513101 to 6373602.338229467",dc2fec4b907dd66f68b78ca5c3b5a02cb6e18532b589a9e30c996515
CA008502800,56.55,-61.6833,7.0,NL,NAIN A,,,71902.0,-3780676.722743868,6288081.984603024,-3846407.676988885 to -3749074.248272519,6276268.909513101 to 6373602.338229467,"-3846407.676988885 to -3749074.248272519, 6276268.909513101 to 6373602.338229467",dc2fec4b907dd66f68b78ca5c3b5a02cb6e18532b589a9e30c996515
CA008502NHR,55.0833,-59.1833,70.0,NL,MAKKOVIK A,,,,-3766803.200577349,6124992.155304753,-3846407.676988885 to -3749074.248272519,6081602.0520803705 to 6178935.480796737,"-3846407.676988885 to -3749074.248272519, 6081602.0520803705 to 6178935.480796737",5b34675e28f4c02dc86091f0cad9e952ea1da36cae34bde2b934ca1d
CA008503249,58.3333,-62.5833,501.0,NL,SAGLEK,,,71335.0,-3653291.99308741,6486376.177408375,-3749074.2482725196 to -3651740.819556154,6470935.7669458315 to 6568269.195662198,"-3749074.2482725196 to -3651740.819556154, 6470935.7669458315 to 6568269.195662198",134a88625a2afa5dde0692fe3e9d006e99ea9d7754c4855d690e347c
CA008503992,54.7167,-58.35,683.0,NL,TUKIALIK BAY,,,71179.0,-3747731.4084014446,6084228.037611465,-3749074.2482725196 to -3651740.819556154,6081602.0520803705 to 6178935.480796737,"-3749074.2482725196 to -3651740.819556154, 6081602.0520803705 to 6178935.480796737",45e0bffa7c75579b23fcc6a3f3a4bbd20d89841336e6eddaf38bec7f
CA008504175,52.9333,-66.8667,551.0,NL,WABUSH LAKE A,,,71825.0,-4481553.790524797,5885922.725297742,-4527741.678003442 to -4430408.249287075,5789601.765931275 to 5886935.194647641,"-4527741.678003442 to -4430408.249287075, 5789601.765931275 to 5886935.194647641",2e3a97fb00cad9244378c7724801ddd469ee60aed91e94335990dedd
CA008504176,52.9167,-66.8667,551.0,NL,WABUSH A,,,71825.0,-4483272.49249753,5884076.886907919,-4527741.678003442 to -4430408.249287075,5789601.765931275 to 5886935.194647641,"-4527741.678003442 to -4430408.249287075, 5789601.765931275 to 5886935.194647641",2e3a97fb00cad9244378c7724801ddd469ee60aed91e94335990dedd
CA00850B5R1,52.3,-55.8333,12.0,NL,MARY'S HARBOUR,,,71339.0,-3796597.4242197536,5815502.87877521,-3846407.676988885 to -3749074.248272519,5789601.765931275 to 5886935.194647641,"-3846407.676988885 to -3749074.248272519, 5789601.765931275 to 5886935.194647641",a1c2129dc79832b394219235983cec547b28e11e14d3b92fd6daf0cd
CAW00064757,44.2325,-79.7811,246.0,ON,EGBERT 1 W,,CRN,,-6356395.562328328,4918436.540830296,-6377076.823614381 to -6279743.394898015,4913600.9074839875 to 5010934.336200354,"-6377076.823614381 to -6279743.394898015, 4913600.9074839875 to 5010934.336200354",c7f2f0033c4519f4876919df5546e9586c1fff75743268fe96027750
CBM00048991,11.547,104.844,12.2,,PHNOM PENH INTL,,,48991.0,11422186.363023225,1283969.6317632382,11337607.202764094 to 11434940.63148046,1214930.616262108 to 1312264.044978474,"11337607.202764094 to 11434940.63148046, 1214930.616262108 to 1312264.044978474",9f1eaedbfd4833e9a27fc31e83f0c5cffef907437442a8b61c3a783b
CD000004700,12.13,15.03,295.0,,NDJAMENA,GSN,,64700.0,1633948.4187214153,1348796.3655744419,1604264.331127569 to 1701597.759843935,1312264.0449784733 to 1409597.4736948393,"1604264.331127569 to 1701597.759843935, 1312264.0449784733 to 1409597.4736948393",41791c90a4bca6618b0d47a897630f4b5a3433a8cc8041b9c6ff4e19
CD000004750,9.15,18.38,0.0,,SARH,,,64750.0,2017759.5627977133,1017435.0160763515,1993598.04599303 to 2090931.474709396,922930.3301130123 to 1020263.7588293783,"1993598.04599303 to 2090931.474709396, 922930.3301130123 to 1020263.7588293783",a2bb009bee51f7320d56ee0f0e79f1530865f06a64840c2067eac5e0
CD000004756,13.85,20.85,549.0,,ABECHE,,,64756.0,2251011.2468082285,1540051.909580051,2188264.9034257606 to 2285598.3321421263,1506930.9024112038 to 1604264.3311275698,"2188264.9034257606 to 2285598.3321421263, 1506930.9024112038 to 1604264.3311275698",048a5da2cce223c87beb8af4e3d694392002ab73312d5c975cc1acde
CD000004758,12.18,18.68,430.0,,MONGO,,,64758.0,2030367.2702785654,1354356.1197606514,1993598.04599303 to 2090931.474709396,1312264.0449784733 to 1409597.4736948393,"1993598.04599303 to 2090931.474709396, 1312264.0449784733 to 1409597.4736948393",e8c7939508c92e9d433e921a7434f11f9a352eabf05f6b79b2f0435c
CD000064706,8.567,16.067,429.0,,MOUNDOU,GSN,,64706.0,1766637.4595850522,952608.2822651479,1701597.7598439343 to 1798931.1885603003,922930.3301130123 to 1020263.7588293783,"1701597.7598439343 to 1798931.1885603003, 922930.3301130123 to 1020263.7588293783",2f0ef66be2b53baba88ec45015f0e7a51459ff25a072fc3146548b50
CD000064751,13.217,18.317,334.0,,ATI,GSN,,64751.0,1982808.8215399203,1469665.421582638,1896264.6172766648 to 1993598.0459930308,1409597.4736948386 to 1506930.9024112045,"1896264.6172766648 to 1993598.0459930308, 1409597.4736948386 to 1506930.9024112045",a0bcf6f9ffcb08ddd0f7c1be40d559a87f020abc2018ec014ebb67a8
CD000064753,18.0,19.167,234.0,,FAYA,GSN,,64753.0,2026964.0892573025,2001511.5070354454,1993598.04599303 to 2090931.474709396,1993598.04599303 to 2090931.474709396,"1993598.04599303 to 2090931.474709396, 1993598.04599303 to 2090931.474709396",de41f5d125f54b20f9a440806ecc80ac2ac400a6f6baa8ff77536d78
CD000064754,11.033,20.283,436.0,,AM-TIMAN,GSN,,64754.0,2213684.1580112213,1226815.3587290037,2188264.9034257606 to 2285598.3321421263,1214930.616262108 to 1312264.044978474,"2188264.9034257606 to 2285598.3321421263, 1214930.616262108 to 1312264.044978474",7cb63c434fd4b465aab5876d4e63d4769f67d4c7e95baa8d4d3c77da
CE000043497,6.117000000000001,81.133,20.0,,HAMBANTOTA,GSN,,43497.0,8970225.138833957,680180.327140879,8904271.484854963 to 9001604.913571328,630930.0439639166 to 728263.4726802825,"8904271.484854963 to 9001604.913571328, 630930.0439639166 to 728263.4726802825",8b67d8bb991b3d18a77ba28216805041859582c588fa25a500312143
CE000434730,6.9670000000000005,80.767,1880.0,,NUWARA ELIYA,GSN,,43473.0,8914580.015821762,774696.1483064416,8904271.484854963 to 9001604.913571328,728263.4726802818 to 825596.9013966478,"8904271.484854963 to 9001604.913571328, 728263.4726802818 to 825596.9013966478",9d2db1470e22b8b5179ac53082c38a728e7c64d1148ca873985901cc
CEM00043418,8.539,81.182,1.8,,CHINA BAY,,,43418.0,8926974.769242061,949494.8199208705,8904271.484854963 to 9001604.913571328,922930.3301130123 to 1020263.7588293783,"8904271.484854963 to 9001604.913571328, 922930.3301130123 to 1020263.7588293783",77b142ba68a89a2e8e3d1791d2aed5c43477257ff3c15fa1ef399174
