ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSNFLAG,HCNFLAG,WMOID,x,y,x_group,y_group,xy_group,hash
CEM00043424,8.033,79.833,2.0,,PUTTALAM,,,43424.0,8789933.380805796,893230.1075564296,8709604.627422232 to 8806938.056138597,825596.9013966471 to 922930.330113013,"8709604.627422232 to 8806938.056138597, 825596.9013966471 to 922930.330113013",5a4833a2b6829ae22120f3c3827b2b0b6d496336aed17e0d3d9b1028
CEM00043441,7.4670000000000005,80.367,116.0,,KURUNEGALA,,,43441.0,8860633.371473484,830293.6901685373,8806938.056138597 to 8904271.484854963,825596.9013966471 to 922930.330113013,"8806938.056138597 to 8904271.484854963, 825596.9013966471 to 922930.330113013",042e49649e1a6567a48f62e37910b06f9d24d48736db0ff2873c8e4b
CEM00043466,6.9,79.867,7.0,,COLOMBO,GSN,,43466.0,8816497.0254368,767246.0776969208,8806938.056138597 to 8904271.484854963,728263.4726802818 to 825596.9013966478,"8806938.056138597 to 8904271.484854963, 728263.4726802818 to 825596.9013966478",a056615f09406e879ab4ac5352233edecbcc184f96f658bac7911c7e
CF000004400,-4.82,11.9,17.0,,POINTE NOIRE,,,64400.0,1318542.0418751691,-535960.3035506026,1312264.0449784733 to 1409597.4736948393,-537071.1006324664 to -439737.6719161005,"1312264.0449784733 to 1409597.4736948393, -537071.1006324664 to -439737.6719161005",e61bf5ee73574274b4d745b514c81b05c02819f334ae04a4050ed610
CF000004401,-4.18,12.67,330.0,,DOLISIE,,,64401.0,1405094.1656551964,-464795.4499671201,1312264.0449784733 to 1409597.4736948393,-537071.1006324664 to -439737.6719161005,"1312264.0449784733 to 1409597.4736948393, -537071.1006324664 to -439737.6719161005",e61bf5ee73574274b4d745b514c81b05c02819f334ae04a4050ed610
CF000004402,-4.0,13.95,509.0,,MOUYONDZI,,,64402.0,1547392.8423399406,-444780.33489676565,1506930.9024112038 to 1604264.3311275698,-537071.1006324664 to -439737.6719161005,"1506930.9024112038 to 1604264.3311275698, -537071.1006324664 to -439737.6719161005",15f99d038704b0f9918e1a21f0f6714369362fdac645fc63e90bb8c9
CF000004405,-3.68,13.35,531.0,,SIBITI,,,64405.0,1481393.5467640827,-409197.9081050244,1409597.4736948386 to 1506930.9024112045,-439737.6719161011 to -342404.24319973524,"1409597.4736948386 to 1506930.9024112045, -439737.6719161011 to -342404.24319973524",1250a7ff410b6da38ccadff01d259eeecd211b1fa6dc59c351c6127f
CF000004450,-4.25,15.25,314.0,,BRAZZAVILLE,,,64450.0,1691062.0968480662,-472579.1058278135,1604264.331127569 to 1701597.759843935,-537071.1006324664 to -439737.6719161005,"1604264.331127569 to 1701597.759843935, -537071.1006324664 to -439737.6719161005",349ab5f5afd3ac3579b4eed95fee4c3324cbb1076fc35959c58699ba
CF000004452,-2.62,16.22,312.0,,M'PUOYA,,,64452.0,1801698.9249576672,-291331.11935738154,1798931.1885602996 to 1896264.6172766655,-342404.2431997359 to -245070.81448337,"1798931.1885602996 to 1896264.6172766655, -342404.2431997359 to -245070.81448337",5af18ef6e383a323828ab06a4d06a3f0bd5b71fe65b2b2893d25c313
CF000004453,-2.53,14.77,789.0,,DJAMBALA,,,64453.0,1640750.497329269,-281323.56182220427,1604264.331127569 to 1701597.759843935,-342404.2431997359 to -245070.81448337,"1604264.331127569 to 1701597.759843935, -342404.2431997359 to -245070.81448337",6ebada3030a72d276807e30d588c2e6fa1b5142c446e4f83437acf7d
CF000004454,-1.9,15.85,377.0,,GAMBONA,,,64454.0,1761473.1144709073,-211270.65907596366,1701597.7598439343 to 1798931.1885603003,-245070.81448337063 to -147737.38576700474,"1701597.7598439343 to 1798931.1885603003, -245070.81448337063 to -147737.38576700474",5b163fd8e8dd9dee09f9b71dadbd70630c6023ad7e6d67ecc9fa675b
CF000004456,0.02,15.58,381.0,,MAKOUA,,,64456.0,1732419.2988778774,2223.901674483828,1701597.7598439343 to 1798931.1885603003,-50403.957050640136 to 46929.47166572575,"1701597.7598439343 to 1798931.1885603003, -50403.957050640136 to 46929.47166572575",076d6191a72f7c07cd9b73bb465cee5033850be6989e698298c50f3c
CF000004458,1.62,16.05,340.0,,OUESSO,,,64458.0,1783967.7703933595,180136.0356331901,1701597.7598439343 to 1798931.1885603003,144262.90038209036 to 241596.32909845625,"1701597.7598439343 to 1798931.1885603003, 144262.90038209036 to 241596.32909845625",8db4d649d8e1ba26b6e4163806c62a4d2471eefe0a92ef0dd7ecc2b2
CF000064459,1.617,18.067,327.0,,IMPFONDO,GSN,,64459.0,2008161.5820708568,179802.4503820175,1993598.04599303 to 2090931.474709396,144262.90038209036 to 241596.32909845625,"1993598.04599303 to 2090931.474709396, 144262.90038209036 to 241596.32909845625",67bf6ae883fe4d3bfe1463db89007977feba5f6560c6e03d63c773f6
CFM00064403,-3.483,12.617,161.0,,MAKABANA,,,64403.0,1400356.9404508367,-387292.4766113587,1312264.0449784733 to 1409597.4736948393,-439737.6719161011 to -342404.24319973524,"1312264.0449784733 to 1409597.4736948393, -439737.6719161011 to -342404.24319973524",c8ad8d8c5308e8bce1ddbd22eab3d765b7527f1d91eb2ba3d303d30f
CFM00064460,2.0669999999999997,14.133,550.0,,SOUANKE,,,64460.0,1570497.5824423684,229840.23805790363,1506930.9024112038 to 1604264.3311275698,144262.90038209036 to 241596.32909845625,"1506930.9024112038 to 1604264.3311275698, 144262.90038209036 to 241596.32909845625",94974e3b8f70fd4b06e508aab6ed6db1b9ea32eedd6c527bd5a514fa
CFM00064462,0.1,13.55,408.0,,KELLE,,,64462.0,1506691.0896381205,11119.508372419143,1409597.4736948386 to 1506930.9024112045,-50403.957050640136 to 46929.47166572575,"1409597.4736948386 to 1506930.9024112045, -50403.957050640136 to 46929.47166572575",4bef1b729c932abae79eab965de4d487a21fae4cf6fae03b36296f97
CFM00064463,-5.582999999999999,14.817,438.0,,EWO,,,64463.0,1639761.957713587,-620802.1524321606,1604264.331127569 to 1701597.759843935,-634404.5293488316 to -537071.1006324657,"1604264.331127569 to 1701597.759843935, -634404.5293488316 to -537071.1006324657",0ebd9559afc79b73992407514168bdcf6b12462fec3f09e012cc9de1
CGM00064005,0.023,18.289,317.0,,MBANDAKA,,,64005.0,2033646.7223781506,2557.4869256564025,1993598.04599303 to 2090931.474709396,-50403.957050640136 to 46929.47166572575,"1993598.04599303 to 2090931.474709396, -50403.957050640136 to 46929.47166572575",b0494bb1d6ad24ad8391f66a6993cd6d63aa831b78a8bdc21313342c
CGM00064108,-3.3110000000000004,17.382,324.0,,BANDUNDU,,,64108.0,1929566.6243216835,-368166.9222107978,1896264.6172766648 to 1993598.0459930308,-439737.6719161011 to -342404.24319973524,"1896264.6172766648 to 1993598.0459930308, -439737.6719161011 to -342404.24319973524",66a4426e31d8fadff2486034979bfa425bb953f74af9e08060e920c8
CGM00064115,-1.9669999999999999,18.267,300.0,,INONGO,,,64115.0,2030003.7336554537,-218720.7296854845,1993598.04599303 to 2090931.474709396,-245070.81448337063 to -147737.38576700474,"1993598.04599303 to 2090931.474709396, -245070.81448337063 to -147737.38576700474",a0fc899eac5d6f9fec73c516c695ed98889b3b212b09df722913b6bb
CGM00064204,-5.85,13.1,8.0,,BOMA,,,64204.0,1449069.5409368535,-650491.2397865197,1409597.4736948386 to 1506930.9024112045,-731737.9580651969 to -634404.5293488309,"1409597.4736948386 to 1506930.9024112045, -731737.9580651969 to -634404.5293488309",fcb8e8f054f09fae05af6977fbe611b88786b336d293533749e88dcf
CGM00064206,-5.517,13.583,277.0,,INGA,,,64206.0,1503366.3935144295,-613463.276906364,1409597.4736948386 to 1506930.9024112045,-634404.5293488316 to -537071.1006324657,"1409597.4736948386 to 1506930.9024112045, -634404.5293488316 to -537071.1006324657",a70a2c0b036a9435ae103a9260a0e8e6cc338d82ea2814d02e4e8dfd
CGM00064210,-4.386,15.445,313.0,,NDJILI INTL,,,64210.0,1712378.5844207287,-487701.63721430354,1701597.7598439343 to 1798931.1885603003,-537071.1006324664 to -439737.6719161005,"1701597.7598439343 to 1798931.1885603003, -537071.1006324664 to -439737.6719161005",1e1b7abfee3f2588c46c9a3d16a7edd1b7c1f19a3f3a57838a19e5c9
CGM00064222,-5.0360000000000005,18.785999999999998,479.1,,KIKWIT,,,64222.0,2080847.1036347013,-559978.441635028,1993598.04599303 to 2090931.474709396,-634404.5293488316 to -537071.1006324657,"1993598.04599303 to 2090931.474709396, -634404.5293488316 to -537071.1006324657",c69ce3808b3187a37ae0f93ed02b13c8a76ac87b29a45c57107e6ab2
CGM00064228,-6.417000000000001,20.85,481.0,,TSHIKAPA,,,64228.0,2303892.1508075017,-713538.8522581364,2285598.332142126 to 2382931.7608584915,-731737.9580651969 to -634404.5293488309,"2285598.332142126 to 2382931.7608584915, -731737.9580651969 to -634404.5293488309",71e539f6f2f21d4a5f34a4bb4046dd406faa39b0997f736c1df48127
CGM00064235,-5.9,22.469,652.0,,KANANGA,,,64235.0,2485207.630221817,-656050.9939727294,2480265.1895748563 to 2577598.618291222,-731737.9580651969 to -634404.5293488309,"2480265.1895748563 to 2577598.618291222, -731737.9580651969 to -634404.5293488309",d1c9f947d3b08a356f460d647bdc815bace4e07a00435c294860b730
CGM00064247,-6.167000000000001,23.616999999999997,677.0,,MBUJI-MAYI,,,64247.0,2610897.0905225817,-685740.0813270885,2577598.6182912216 to 2674932.0470075873,-731737.9580651969 to -634404.5293488309,"2577598.6182912216 to 2674932.0470075873, -731737.9580651969 to -634404.5293488309",7948595611ae3c7556a4e99bb032b0ec0c76673bccd5a81615c31d81
CGM00064360,-11.591,27.531,1309.1,,LUBUMBASHI INTL,,,64360.0,2998881.9748670915,-1288862.2154471027,2966932.3331566826 to 3064265.7618730483,-1315738.5303633884 to -1218405.1016470224,"2966932.3331566826 to 3064265.7618730483, -1315738.5303633884 to -1218405.1016470224",7c7b9c6e626124ebb3ab64a4f949f922f97ed8cec665c841db65ef18
CHM00050353,51.717,126.65,179.0,,HUMA,,,50353.0,8724980.1485541,5750676.144964007,8709604.627422232 to 8806938.056138597,5692268.3372149095 to 5789601.765931276,"8709604.627422232 to 8806938.056138597, 5692268.3372149095 to 5789601.765931276",2ca2f42f0501714ca3f18dfe6f11cbede4a2fed22049dd3e8b641735
CHM00050434,50.45,121.7,733.0,,TULIHE,,,50434.0,8616800.48018107,5609791.973885457,8612271.198705867 to 8709604.627422232,5594934.908498544 to 5692268.33721491,"8612271.198705867 to 8709604.627422232, 5594934.908498544 to 5692268.33721491",09f9d74ddd0af0284ef687b46eb61482b6ab1cd619460cacf7949673
CHM00050527,49.25,119.7,650.0,,HAILAR,GSN,,50527.0,8688265.936626924,5476357.8734164275,8612271.198705867 to 8709604.627422232,5400268.051065814 to 5497601.47978218,"8612271.198705867 to 8709604.627422232, 5400268.051065814 to 5497601.47978218",7feeb144116e80fd1ceba9c5b0c1da5ae8f4a6252a92ced6036d458f
CHM00050557,49.167,125.23299999999999,243.0,,NENJIANG,,,50557.0,9105143.852668067,5467128.681467319,9098938.342287693 to 9196271.771004058,5400268.051065814 to 5497601.47978218,"9098938.342287693 to 9196271.771004058, 5400268.051065814 to 5497601.47978218",6f0057d690cbf4062bcba29f38d939da634128083a299aacb6f51584
CHM00050564,49.433,127.35,235.0,,SUNWU,,,50564.0,9209220.371349284,5496706.573737954,9196271.771004058 to 9293605.199720424,5400268.051065814 to 5497601.47978218,"9196271.771004058 to 9293605.199720424, 5400268.051065814 to 5497601.47978218",0eef0a1b76ce19752a69428f8af12a48a211af7677c51132b308fe74
CHM00050632,48.766999999999996,121.917,739.0,,BUGT,,,50632.0,8935443.84034417,5422650.647977642,8904271.484854963 to 9001604.913571328,5400268.051065814 to 5497601.47978218,"8904271.484854963 to 9001604.913571328, 5400268.051065814 to 5497601.47978218",5720a6ec0411859028c85ab1eb2f21846352adfe6613d856adee0e13
CHM00050658,48.05,125.883,237.0,,KESHAN,,,50658.0,9357121.769778425,5342923.772947397,9293605.199720424 to 9390938.628436789,5302934.6223494485 to 5400268.051065815,"9293605.199720424 to 9390938.628436789, 5302934.6223494485 to 5400268.051065815",3b2e6112d5aa2747d3e51432a6632854c9e919da2613a1f2fe82f525
CHM00050727,47.167,119.93299999999999,997.0,,ARXAN,,,50727.0,9066636.287539713,5244738.514018936,9001604.913571328 to 9098938.342287693,5205601.193633083 to 5302934.622349449,"9001604.913571328 to 9098938.342287693, 5205601.193633083 to 5302934.622349449",ef2776c59200c233590fe7016b15af3fa4c5d98c0dd95c4f9df76388
CHM00050745,47.383,123.917,148.0,,QIQIHAR,GSN,,50745.0,9329656.691806167,5268756.652103362,9293605.199720424 to 9390938.628436789,5205601.193633083 to 5302934.622349449,"9293605.199720424 to 9390938.628436789, 5205601.193633083 to 5302934.622349449",cfa4e19af1c97742a797d124fa0508b6eeb4760bdda3c690c9b08ab9
CHM00050756,47.433,126.96700000000001,240.0,,HAILUN,,,50756.0,9550219.70296906,5274316.406289571,9488272.057153154 to 9585605.48586952,5205601.193633083 to 5302934.622349449,"9488272.057153154 to 9585605.48586952, 5205601.193633083 to 5302934.622349449",8d0fdffbf69565fe0855cc2eba66b807e144654ab690782c3bc8edc7
CHM00050788,47.233000000000004,131.983,65.0,,FUJIN,,,50788.0,9965182.315169234,5252077.389544734,9877605.772018615 to 9974939.20073498,5205601.193633083 to 5302934.622349449,"9877605.772018615 to 9974939.20073498, 5205601.193633083 to 5302934.622349449",48cdee3867651e8d9dab582ab5c96228986e868703ded09bb5061daf
CHM00050854,46.383,125.31700000000001,150.0,,ANDA,,,50854.0,9612589.810690125,5157561.56837917,9585605.48586952 to 9682938.914585885,5108267.764916718 to 5205601.193633084,"9585605.48586952 to 9682938.914585885, 5108267.764916718 to 5205601.193633084",3525c05a87ae85d652be0c592f0a9280a1b160c7ec97132c11520370
CHM00050915,45.516999999999996,116.96700000000001,840.0,,ULIASTAI,,,50915.0,9113381.9457752,5061266.62587402,9098938.342287693 to 9196271.771004058,5010934.336200353 to 5108267.764916719,"9098938.342287693 to 9196271.771004058, 5010934.336200353 to 5108267.764916719",47a104fff568710f31f7e150bead36be5e817d2707aa8d4252087fce
CHM00050949,45.083,124.867,136.0,,QIAN GORLOS,,,50949.0,9803659.62899057,5013007.959537721,9780272.34330225 to 9877605.772018615,5010934.336200353 to 5108267.764916719,"9780272.34330225 to 9877605.772018615, 5010934.336200353 to 5108267.764916719",40e2788907bc24a52221d9d6fb8cbc21a8d37c0ee24e28b36eac168e
CHM00050953,45.75,126.76700000000001,143.0,,HARBIN,,,50953.0,9835961.640328042,5087175.080381757,9780272.34330225 to 9877605.772018615,5010934.336200353 to 5108267.764916719,"9780272.34330225 to 9877605.772018615, 5010934.336200353 to 5108267.764916719",40e2788907bc24a52221d9d6fb8cbc21a8d37c0ee24e28b36eac168e
CHM00050963,45.967,128.733,110.0,,TONGHE,,,50963.0,9949600.048442611,5111304.413549907,9877605.772018615 to 9974939.20073498,5108267.764916718 to 5205601.193633084,"9877605.772018615 to 9974939.20073498, 5108267.764916718 to 5205601.193633084",a3e0bd0ab705d90c35e2e5f1c8d6fa9ef10587ad5a7aff46961da47e
CHM00050968,45.217,127.96700000000001,191.0,,SHANGZHI,,,50968.0,10023456.273776267,5027908.100756763,9974939.20073498 to 10072272.629451346,5010934.336200353 to 5108267.764916719,"9974939.20073498 to 10072272.629451346, 5010934.336200353 to 5108267.764916719",1fecd4587ad4d4af86f008080d8a86598c609ffa0cb53a3499e32904
CHM00050978,45.283,130.94899999999998,234.0,,JIXI,,,50978.0,10245119.807516048,5035246.97628256,10169606.05816771 to 10266939.486884076,5010934.336200353 to 5108267.764916719,"10169606.05816771 to 10266939.486884076, 5010934.336200353 to 5108267.764916719",dbc85da5e91cc482cd731502dbf38a1a5459667c5df8fed01d21f073
CHM00051076,47.733000000000004,88.083,737.0,,ALTAY,GSN,,51076.0,6587577.97097682,5307674.9314068295,6568269.195662197 to 6665602.624378563,5302934.6223494485 to 5400268.051065815,"6568269.195662197 to 6665602.624378563, 5302934.6223494485 to 5400268.051065815",ac97496f7fbdfb6afe3f4cbe33fa2e757c06cc03b5ef1f651a6721d8
CHM00051087,46.983000000000004,89.51700000000001,827.0,,FUYUN,,,51087.0,6790669.244476635,5224278.6186136855,6762936.053094927 to 6860269.481811293,5205601.193633083 to 5302934.622349449,"6762936.053094927 to 6860269.481811293, 5205601.193633083 to 5302934.622349449",1c260ab2aec2a72a9249767b83ae3480b7325da59a7c3060b1adaa84
CHM00051156,46.783,85.71700000000001,1294.0,,HOBOKSAR,,,51156.0,6526691.2192624435,5202039.601868847,6470935.7669458315 to 6568269.195662198,5108267.764916718 to 5205601.193633084,"6470935.7669458315 to 6568269.195662198, 5108267.764916718 to 5205601.193633084",708bddb2abf80db2b5dcff4701b6cf5259c56ae9fb9fb86210cce0c7
CHM00051243,45.6,84.85,428.0,,KARAMAY,,,51243.0,6601255.648247074,5070495.817823129,6568269.195662197 to 6665602.624378563,5010934.336200353 to 5108267.764916719,"6568269.195662197 to 6665602.624378563, 5010934.336200353 to 5108267.764916719",fd71969ae17bec9b24ddab6002a040cb4e331da30a0eff9c543d8ae0
CHM00051334,44.617,82.9,321.0,,JINGHE,,,51334.0,6561586.954027435,4961191.050522248,6470935.7669458315 to 6568269.195662198,4913600.9074839875 to 5010934.336200354,"6470935.7669458315 to 6568269.195662198, 4913600.9074839875 to 5010934.336200354",3ee83405c7d375524a5c7e9dc57cbf42f39a2db0464ca8cb19955758
CHM00051379,44.016999999999996,89.56700000000001,794.0,,QITAI,,,51379.0,7162147.004643114,4894474.000287733,7152269.767960388 to 7249603.196676754,4816267.478767622 to 4913600.907483988,"7152269.767960388 to 7249603.196676754, 4816267.478767622 to 4913600.907483988",31645cf75a4f685a9cac5d7c9bad938a14231d114547a6ec42db5126
CHM00051431,43.95,81.333,664.0,,YINING,,,51431.0,6511066.608735031,4887023.929678213,6470935.7669458315 to 6568269.195662198,4816267.478767622 to 4913600.907483988,"6470935.7669458315 to 6568269.195662198, 4816267.478767622 to 4913600.907483988",aa97e16a3e2b19967d0a084a84aa85aa4fa31f939109515b9b3d0d32
CHM00051463,43.8,87.65,947.0,,WU LU MU QI,GSN,,51463.0,7034454.965165354,4870344.667119583,6957602.910527658 to 7054936.339244024,4816267.478767622 to 4913600.907483988,"6957602.910527658 to 7054936.339244024, 4816267.478767622 to 4913600.907483988",1429e8f257375c6f3c88e6677f29bad940eb586e17185f6a55d0b851
CHM00051573,42.933,89.2,37.0,,TURPAN,,,51573.0,7261911.109444924,4773938.52953071,7249603.196676753 to 7346936.62539312,4718934.050051257 to 4816267.478767623,"7249603.196676753 to 7346936.62539312, 4718934.050051257 to 4816267.478767623",bff48e8229952717be8b88c42c488feee20a2845af3b8fb477cd7363
CHM00051644,41.717,82.95,1100.0,,KUQA,,,51644.0,6884895.132567107,4638725.307722093,6860269.4818112925 to 6957602.910527659,4621600.621334892 to 4718934.050051258,"6860269.4818112925 to 6957602.910527659, 4621600.621334892 to 4718934.050051258",75275763640f79897fad76400d674e7897ce78d8989a4753a9c4880c
CHM00051656,41.75,86.133,933.0,,KORLA,,,51656.0,7145413.8586747525,4642394.745484991,7054936.339244023 to 7152269.767960389,4621600.621334892 to 4718934.050051258,"7054936.339244023 to 7152269.767960389, 4621600.621334892 to 4718934.050051258",1882d1a27790bfd3aaaa564b4658d733148ce91f0537005985a31bba
CHM00051709,39.467,75.983,1380.0,,KASHI,GSN,,51709.0,6522500.983427607,4388536.369342662,6470935.7669458315 to 6568269.195662198,4329600.335185796 to 4426933.763902162,"6470935.7669458315 to 6568269.195662198, 4329600.335185796 to 4426933.763902162",5d57454f0345cab0bcaa42514a67a9f7dca63c2e9e020c1775d95fb1
CHM00051716,39.8,78.567,1117.0,,BACHU,,,51716.0,6711927.798795944,4425564.3322228175,6665602.624378562 to 6762936.053094928,4329600.335185796 to 4426933.763902162,"6665602.624378562 to 6762936.053094928, 4329600.335185796 to 4426933.763902162",f243719998e78688033b1ce2aa3607eb8028f0fb1e41593dd169acef
CHM00051747,39.0,83.667,1099.0,,TAZHONG,,,51747.0,7230067.929197218,4336608.265243465,7152269.767960388 to 7249603.196676754,4329600.335185796 to 4426933.763902162,"7152269.767960388 to 7249603.196676754, 4329600.335185796 to 4426933.763902162",eb4dc40c363ff0b9acc7b048f9f2c91c480f799be7d5efa4e7688093
CHM00051765,40.633,87.7,847.0,,TIKANLIK,,,51765.0,7400612.257263588,4518189.83696507,7346936.625393119 to 7444270.054109485,4426933.763902161 to 4524267.192618527,"7346936.625393119 to 7444270.054109485, 4426933.763902161 to 4524267.192618527",b9c42bf2d27e5c6f58a10b21e16d4a14091b1800fe4bf3b382b9dd55
CHM00051777,39.033,88.167,889.0,,RUOQIANG,GSN,,51777.0,7615379.824564394,4340277.7030063635,7541603.482825849 to 7638936.911542215,4329600.335185796 to 4426933.763902162,"7541603.482825849 to 7638936.911542215, 4329600.335185796 to 4426933.763902162",70775079c8732ab002d036bd7e82002564558b43a1fe87d27032459a
CHM00051811,38.433,77.267,1232.0,,SHACHE,,,51811.0,6730192.485013748,4273560.652771848,6665602.624378562 to 6762936.053094928,4232266.906469431 to 4329600.335185797,"6665602.624378562 to 6762936.053094928, 4232266.906469431 to 4329600.335185797",c8f36ff14af85ea477b5547b9964ccaf11eae847956d8acdabe51e03
